Brand,Model,Year,Price,Trim,URL,Image Paths,Length (mm),Width (mm),Height (mm),Wheelbase (mm),Number of Seats,Combined Maximum Power (HP @ RPM),Combined Maximum Torque (N.m @ RPM),Maximum Speed (Km/h),Acceleration (0 - 100 km/h),Fuel Tank Capacity (Litre),Combined Fuel/Energy Consumption (Liter/100 KM),Cylinders,Recommend Fuel Grade,Number of Gears
BMW,X5,2025,"8,750,000 EGP",4.4 A/T M60i,https://www.contactcars.com/en/new-cars/bmw-x5/1645b3b4555e418497f38655a009cfe2,images\BMW X5 2025\car_img_1.jpg; images\BMW X5 2025\car_img_2.jpg; images\BMW X5 2025\car_img_3.jpg; images\BMW X5 2025\car_img_4.jpg; images\BMW X5 2025\car_img_5.jpg; images\BMW X5 2025\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMW,X5,2025,"7,100,000 EGP",3.0 A/T xDrive40i - xLine,https://www.contactcars.com/en/new-cars/bmw-x5/1a90ebbb8b77431885902f7483ac06ea,images\BMW X5 2025\car_img_1.jpg; images\BMW X5 2025\car_img_2.jpg; images\BMW X5 2025\car_img_3.jpg; images\BMW X5 2025\car_img_4.jpg; images\BMW X5 2025\car_img_5.jpg; images\BMW X5 2025\car_img_6.jpg; images\BMW X5 2025\car_img_7.jpg; images\BMW X5 2025\car_img_8.jpg; images\BMW X5 2025\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMW,X6,2025,"9,250,000 EGP",4.4 A/T M60i,https://www.contactcars.com/en/new-cars/bmw-x6/555a1b00fc0f4b0b901559688d230dc4,images\BMW X6 2025\car_img_1.jpg; images\BMW X6 2025\car_img_2.jpg; images\BMW X6 2025\car_img_3.jpg; images\BMW X6 2025\car_img_4.jpg; images\BMW X6 2025\car_img_5.jpg; images\BMW X6 2025\car_img_6.jpg,4935,2004,1697,2974,5,530/5500-6000,750/2000-4500,250,4٫3,83,11٫5,8,95,8
BMW,X7,2025,"10,200,000 EGP",4.4 A/T M60i,https://www.contactcars.com/en/new-cars/bmw-x7/0c3d63ba55184053a257e7f36557a978,images\BMW X7 2025\car_img_1.jpg; images\BMW X7 2025\car_img_2.jpg; images\BMW X7 2025\car_img_3.jpg; images\BMW X7 2025\car_img_4.jpg; images\BMW X7 2025\car_img_5.jpg,5151,1560,1805,3105,6,530,750/1800/4600,250,6٫9,83,9٫4,8,95,8
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-dolphin/0f76e7215f31,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-dolphin/1ba1ef8658bf,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-dolphin/6f5193569b1c,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-dolphin/dc8a93158f32,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BYD,F3,2025,"650,000 EGP",1.5 M/T,https://www.contactcars.com/en/new-cars/byd-f3/9031a34743c0,images\BYD F3 2025\car_img_1.jpg; images\BYD F3 2025\car_img_2.jpg; images\BYD F3 2025\car_img_3.jpg; images\BYD F3 2025\car_img_4.jpg; images\BYD F3 2025\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BYD,F3,2025,"730,000 EGP",1.5 A/T,https://www.contactcars.com/en/new-cars/byd-f3/fc6ccc53367e,images\BYD F3 2025\car_img_1.jpg; images\BYD F3 2025\car_img_2.jpg; images\BYD F3 2025\car_img_3.jpg; images\BYD F3 2025\car_img_4.jpg; images\BYD F3 2025\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-han/0305db13f91c,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,4995,1910,2134,2920,5,N/A,N/A,N/A,3٫9,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-han/c78059b0c3c7,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-han/ea5a50d080f4,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seagull/0d9c1a9ad589,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seagull/85825e41911d,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,3770,1715,1580,2500,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seagull/f66f2b10db3e,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seagull/fc615b6f4b60,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seal/30631fe88cf8,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seal/edeab4e0434f,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seal_u/2564b266242b,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-seal_u/dae382eb9606,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/01951cf0cfd4,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg; images\NA\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/0eb3a2fdf3cd,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/740293afb5c5,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/76f724321cbe,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg; images\NA\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/8afb5cc087c4,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg; images\NA\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/947688c8344e,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/a5962979a14a,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/bee5501760bd,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg; images\NA\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-song_l/c5c065167013,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-tang/39cc2dbfaddc,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,4970,1955,2130,2820,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-tang_l/d7e217676107,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-tang_l/ea0f7863d4fc,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-tang_l/fbb92ff7ee79,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/byd-yuan_up/460a73763106,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg; images\NA\car_img_7.jpg; images\NA\car_img_8.jpg,4310,1830,1675,2620,5,N/A,N/A,N/A,7٫9,N/A,N/A,N/A,N/A,N/A
Changan,CS55-Plus,2026,"1,325,000 EGP",Flagship,https://www.contactcars.com/en/new-cars/changan-cs55_plus/0d2eb09039fe,images\Changan CS55-Plus 2026\car_img_1.jpg; images\Changan CS55-Plus 2026\car_img_2.jpg; images\Changan CS55-Plus 2026\car_img_3.jpg; images\Changan CS55-Plus 2026\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,CS55-Plus,2025,"1,235,000 EGP",1.5 A/T ELITE,https://www.contactcars.com/en/new-cars/changan-cs55_plus/42b8b4ff70a5,images\Changan CS55-Plus 2025\car_img_1.jpg; images\Changan CS55-Plus 2025\car_img_2.jpg; images\Changan CS55-Plus 2025\car_img_3.jpg; images\Changan CS55-Plus 2025\car_img_4.jpg,4515,1865,1680,2656,5,185/5500,300/1500-4000,N/A,N/A,55,N/A,4,95,7
Changan,CS55-Plus,2026,"1,180,000 EGP",Premium (Local),https://www.contactcars.com/en/new-cars/changan-cs55_plus/7ee6f9d659d5,images\Changan CS55-Plus 2026\car_img_1.jpg; images\Changan CS55-Plus 2026\car_img_2.jpg; images\Changan CS55-Plus 2026\car_img_3.jpg; images\Changan CS55-Plus 2026\car_img_4.jpg; images\Changan CS55-Plus 2026\car_img_5.jpg; images\Changan CS55-Plus 2026\car_img_6.jpg; images\Changan CS55-Plus 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,CS55-Plus,2026,"1,050,000 EGP",Elite (Local),https://www.contactcars.com/en/new-cars/changan-cs55_plus/aa7be89d41ca,images\Changan CS55-Plus 2026\car_img_1.jpg; images\Changan CS55-Plus 2026\car_img_2.jpg; images\Changan CS55-Plus 2026\car_img_3.jpg; images\Changan CS55-Plus 2026\car_img_4.jpg; images\Changan CS55-Plus 2026\car_img_5.jpg; images\Changan CS55-Plus 2026\car_img_6.jpg; images\Changan CS55-Plus 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,Eado Plus,2026,"1,000,000 EGP",Elite,https://www.contactcars.com/en/new-cars/changan-eado_plus/8ad2cc92df5d,images\Changan Eado Plus 2026\car_img_1.jpg; images\Changan Eado Plus 2026\car_img_2.jpg; images\Changan Eado Plus 2026\car_img_3.jpg; images\Changan Eado Plus 2026\car_img_4.jpg; images\Changan Eado Plus 2026\car_img_5.jpg; images\Changan Eado Plus 2026\car_img_6.jpg; images\Changan Eado Plus 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,Eado Plus,2026,"1,050,000 EGP",Premium,https://www.contactcars.com/en/new-cars/changan-eado_plus/a9b14fac93dc,images\Changan Eado Plus 2026\car_img_1.jpg; images\Changan Eado Plus 2026\car_img_2.jpg; images\Changan Eado Plus 2026\car_img_3.jpg; images\Changan Eado Plus 2026\car_img_4.jpg; images\Changan Eado Plus 2026\car_img_5.jpg; images\Changan Eado Plus 2026\car_img_6.jpg; images\Changan Eado Plus 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,Eado Plus,2026,"1,150,000 EGP",Flagship,https://www.contactcars.com/en/new-cars/changan-eado_plus/af1ce14bbd16,images\Changan Eado Plus 2026\car_img_1.jpg; images\Changan Eado Plus 2026\car_img_2.jpg; images\Changan Eado Plus 2026\car_img_3.jpg; images\Changan Eado Plus 2026\car_img_4.jpg; images\Changan Eado Plus 2026\car_img_5.jpg; images\Changan Eado Plus 2026\car_img_6.jpg; images\Changan Eado Plus 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,UNI-T,2026,"1,350,000 EGP",Premium,https://www.contactcars.com/en/new-cars/changan-uni_t/42ecaff78b50,images\Changan UNI-T 2026\car_img_1.jpg; images\Changan UNI-T 2026\car_img_2.jpg; images\Changan UNI-T 2026\car_img_3.jpg; images\Changan UNI-T 2026\car_img_4.jpg; images\Changan UNI-T 2026\car_img_5.jpg; images\Changan UNI-T 2026\car_img_6.jpg; images\Changan UNI-T 2026\car_img_7.jpg; images\Changan UNI-T 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,UNI-T,2026,"1,450,000 EGP",Flagship,https://www.contactcars.com/en/new-cars/changan-uni_t/cbc5cefd9271,images\Changan UNI-T 2026\car_img_1.jpg; images\Changan UNI-T 2026\car_img_2.jpg; images\Changan UNI-T 2026\car_img_3.jpg; images\Changan UNI-T 2026\car_img_4.jpg; images\Changan UNI-T 2026\car_img_5.jpg; images\Changan UNI-T 2026\car_img_6.jpg; images\Changan UNI-T 2026\car_img_7.jpg; images\Changan UNI-T 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Changan,UNI-V,2026,"1,250,000 EGP",Flagship,https://www.contactcars.com/en/new-cars/changan-uni_v/2fc3a4ee4bee,images\Changan UNI-V 2026\car_img_1.jpg; images\Changan UNI-V 2026\car_img_2.jpg; images\Changan UNI-V 2026\car_img_3.jpg; images\Changan UNI-V 2026\car_img_4.jpg,4680,1838,1430,2750,5,185 / 5500,300 / 1500-4000,N/A,N/A,51,N/A,4,N/A,7
Chery,Arrizo 5,2026,"740,000 EGP",Comfort - Facelift,https://www.contactcars.com/en/new-cars/chery-arrizo_5/143695ea6d97,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Arrizo 5,2026,"699,000 EGP",Basic - Facelift,https://www.contactcars.com/en/new-cars/chery-arrizo_5/aabdfac71c04,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Arrizo 5,2026,"665,000 EGP",MT - Facelift,https://www.contactcars.com/en/new-cars/chery-arrizo_5/d0f3250c552e,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/chery-arrizo_6/35029248a79b,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Arrizo 8,2026,"1,270,000 EGP",Luxury,https://www.contactcars.com/en/new-cars/chery-arrizo_8/5010e002cf2a,images\Chery Arrizo 8 2026\car_img_1.jpg; images\Chery Arrizo 8 2026\car_img_2.jpg; images\Chery Arrizo 8 2026\car_img_3.jpg; images\Chery Arrizo 8 2026\car_img_4.jpg; images\Chery Arrizo 8 2026\car_img_5.jpg; images\Chery Arrizo 8 2026\car_img_6.jpg; images\Chery Arrizo 8 2026\car_img_7.jpg; images\Chery Arrizo 8 2026\car_img_8.jpg; images\Chery Arrizo 8 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Arrizo 8,2026,"1,350,000 EGP",Flagship,https://www.contactcars.com/en/new-cars/chery-arrizo_8/acafd91e3c20,images\Chery Arrizo 8 2026\car_img_1.jpg; images\Chery Arrizo 8 2026\car_img_2.jpg; images\Chery Arrizo 8 2026\car_img_3.jpg; images\Chery Arrizo 8 2026\car_img_4.jpg; images\Chery Arrizo 8 2026\car_img_5.jpg; images\Chery Arrizo 8 2026\car_img_6.jpg; images\Chery Arrizo 8 2026\car_img_7.jpg; images\Chery Arrizo 8 2026\car_img_8.jpg; images\Chery Arrizo 8 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,eQ7,2026,"1,599,000 EGP",Luxury,https://www.contactcars.com/en/new-cars/chery-eq7/7aacf572c8bd,images\Chery eQ7 2026\car_img_1.jpg; images\Chery eQ7 2026\car_img_2.jpg; images\Chery eQ7 2026\car_img_3.jpg; images\Chery eQ7 2026\car_img_4.jpg; images\Chery eQ7 2026\car_img_5.jpg; images\Chery eQ7 2026\car_img_6.jpg,4675,1910,1660,2830,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 3,2024,"830,000 EGP",Facelift CVT Tinted Glass,https://www.contactcars.com/en/new-cars/chery-tiggo_3/52cdded139284643949ba4c7ef32b203,images\Chery Tiggo 3 2024\car_img_1.jpg; images\Chery Tiggo 3 2024\car_img_2.jpg; images\Chery Tiggo 3 2024\car_img_3.jpg; images\Chery Tiggo 3 2024\car_img_4.jpg,4419,1765,1651,2510,5,125,160,N/A,N/A,55,N/A,4,N/A,N/A
Chery,Tiggo 4 PRO,2026,"875,000 EGP",Comfort,https://www.contactcars.com/en/new-cars/chery-tiggo_4_pro/02f7944e4f23,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 4 PRO,2026,"980,000 EGP",Luxury Turbo,https://www.contactcars.com/en/new-cars/chery-tiggo_4_pro/4baafd117c63,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 4 PRO,2026,"915,000 EGP",Luxury,https://www.contactcars.com/en/new-cars/chery-tiggo_4_pro/b7f4313afba6,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 7,2026,"929,000 EGP",Comfort,https://www.contactcars.com/en/new-cars/chery-tiggo_7/0f4bc055587e,images\Chery Tiggo 7 2026\car_img_1.jpg; images\Chery Tiggo 7 2026\car_img_2.jpg; images\Chery Tiggo 7 2026\car_img_3.jpg; images\Chery Tiggo 7 2026\car_img_4.jpg; images\Chery Tiggo 7 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 7,2026,"999,000 EGP",Luxury,https://www.contactcars.com/en/new-cars/chery-tiggo_7/17b024cc7a5b,images\Chery Tiggo 7 2026\car_img_1.jpg; images\Chery Tiggo 7 2026\car_img_2.jpg; images\Chery Tiggo 7 2026\car_img_3.jpg; images\Chery Tiggo 7 2026\car_img_4.jpg; images\Chery Tiggo 7 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
